component_number	matrix	partition_name	edges	nodes_in_component	component_density	BUSCO_ID	BUSCO_description	SwissProt_accession	SwissProt_description	GO_annotations	ribo_found
396	Borowiec2015_Total1080	OG532.fasta.aln_gene595	1	3	0.6666666666666666	EOG091G0LAR	cysteine dioxygenase type 1	P21816.1	RecName: Full=Cysteine dioxygenase type 1; AltName: Full=Cysteine dioxygenase type I; Short=CDO; Short=CDO-I	GO:0005829; GO:0017172; GO:0008198; GO:0006534; GO:0019448; GO:0046439; GO:0007595; GO:0043200; GO:0051591; GO:0045471; GO:0033762; GO:0051384; GO:0010243; GO:0042412	False
396	Hejnol2009	Tribe1927_0	2	3	0.6666666666666666			P21816.1	RecName: Full=Cysteine dioxygenase type 1; AltName: Full=Cysteine dioxygenase type I; Short=CDO; Short=CDO-I	GO:0005829; GO:0017172; GO:0008198; GO:0006534; GO:0019448; GO:0046439; GO:0007595; GO:0043200; GO:0051591; GO:0045471; GO:0033762; GO:0051384; GO:0010243; GO:0042412	False
396	Simion2017	V2META12793-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			Q6NWZ9.1	RecName: Full=Cysteine dioxygenase type 1; AltName: Full=Cysteine dioxygenase type I; Short=CDO; Short=CDO-I	GO:0017172; GO:0005506; GO:0042412	False
397	Simion2017	V2META13203-42-Calc_Hmm10-BMGE05	2	3	1.0			O43818.1	RecName: Full=U3 small nucleolar RNA-interacting protein 2; AltName: Full=RRP9 homolog; AltName: Full=U3 small nucleolar ribonucleoprotein-associated 55 kDa protein; Short=U3 snoRNP-associated 55 kDa protein; Short=U3-55K	GO:0031428; GO:0005730; GO:0005654; GO:0032040; GO:0003723; GO:0034511; GO:0006364	False
397	Borowiec2015_Total1080	OG546.fasta.aln_gene610	2	3	1.0			O43818.1	RecName: Full=U3 small nucleolar RNA-interacting protein 2; AltName: Full=RRP9 homolog; AltName: Full=U3 small nucleolar ribonucleoprotein-associated 55 kDa protein; Short=U3 snoRNP-associated 55 kDa protein; Short=U3-55K	GO:0031428; GO:0005730; GO:0005654; GO:0032040; GO:0003723; GO:0034511; GO:0006364	False
397	Whelan2017_strict	Subset10	2	3	1.0			O43818.1	RecName: Full=U3 small nucleolar RNA-interacting protein 2; AltName: Full=RRP9 homolog; AltName: Full=U3 small nucleolar ribonucleoprotein-associated 55 kDa protein; Short=U3 snoRNP-associated 55 kDa protein; Short=U3-55K	GO:0031428; GO:0005730; GO:0005654; GO:0032040; GO:0003723; GO:0034511; GO:0006364	False
398	Borowiec2015_Total1080	OG558.fasta.aln_gene620	2	3	1.0	EOG091G0TN4	eukaryotic translation initiation factor 1A domain containing	Q0V9J5.1	RecName: Full=Probable RNA-binding protein EIF1AD; AltName: Full=Eukaryotic translation initiation factor 1A domain-containing protein	GO:0005634; GO:0003743	False
398	Hejnol2009	Tribe4356_0	2	3	1.0	EOG091G0TN4	eukaryotic translation initiation factor 1A domain containing	Q0V9J5.1	RecName: Full=Probable RNA-binding protein EIF1AD; AltName: Full=Eukaryotic translation initiation factor 1A domain-containing protein	GO:0005634; GO:0003743	False
398	Simion2017	V2META13929-42-Calc_Hmm10-BMGE05	2	3	1.0			Q0V9J5.1	RecName: Full=Probable RNA-binding protein EIF1AD; AltName: Full=Eukaryotic translation initiation factor 1A domain-containing protein	GO:0005634; GO:0003743	False
399	Hejnol2009	Tribe2360_0	2	3	1.0	EOG091G0NK3	dynactin 5 (p25)	Q9QZB9.1	RecName: Full=Dynactin subunit 5; AltName: Full=Dynactin subunit p25	GO:0005813; GO:0000777; GO:0005737; GO:0031965; GO:0005654; GO:0035904; GO:0060976; GO:0003281	False
399	Simion2017	V2META15241-42-Calc_Hmm10-BMGE05	2	3	1.0	EOG091G0NK3	dynactin 5 (p25)	Q5R559.1	RecName: Full=Dynactin subunit 5; AltName: Full=Dynactin subunit p25	GO:0000777; GO:0005737; GO:0005856	False
399	Borowiec2015_Total1080	OG564.fasta.aln_gene626	2	3	1.0	EOG091G0NK3	dynactin 5 (p25)	Q5R559.1	RecName: Full=Dynactin subunit 5; AltName: Full=Dynactin subunit p25	GO:0000777; GO:0005737; GO:0005856	False
400	Hejnol2009	Tribe2377_0	2	3	1.0			A6H791.1	RecName: Full=tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A; AltName: Full=mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A; AltName: Full=tRNA(m1A58)-methyltransferase subunit TRMT61A; Short=tRNA(m1A58)MTase subunit TRMT61A	GO:0005634; GO:0031515; GO:0061953; GO:0016429; GO:0080009; GO:0030488	False
400	Borowiec2015_Total1080	OG571.fasta.aln_gene634	2	3	1.0	EOG091G0BHV	tRNA methyltransferase 61A	Q6AY46.1	RecName: Full=tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A; AltName: Full=mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A; AltName: Full=tRNA(m1A58)-methyltransferase subunit TRMT61A; Short=tRNA(m1A58)MTase subunit TRMT61A	GO:0005634; GO:0031515; GO:0061953; GO:0016429; GO:0080009; GO:0030488	False
400	Simion2017	V2META13825-42-Calc_Hmm10-BMGE05	2	3	1.0			Q80XC2.1	RecName: Full=tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A; AltName: Full=mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A; AltName: Full=tRNA(m1A58)-methyltransferase subunit TRMT61A; Short=tRNA(m1A58)MTase subunit TRMT61A	GO:0005634; GO:0031515; GO:0061953; GO:0016429; GO:0080009; GO:0030488	False
401	Hejnol2009	Tribe3270_0	2	3	1.0			A0A1L8HCK2.1	RecName: Full=Cilia- and flagella-associated protein 298-A; AltName: Full=Protein kurly-A	GO:0005929; GO:0005737; GO:0005856; GO:0003352	False
401	Borowiec2015_Total1080	OG578.fasta.aln_gene641	2	3	1.0			Q5U3Z0.1	RecName: Full=Cilia- and flagella-associated protein 298; AltName: Full=Protein kurly homolog	GO:0005929; GO:0005856; GO:0005829; GO:0060271; GO:0003352	False
401	Simion2017	V2META16512-42-Calc_Hmm10-BMGE05	2	3	1.0			Q6DRC3.1	RecName: Full=Cilia- and flagella-associated protein 298; AltName: Full=Protein kurly	GO:0005929; GO:0005737; GO:0005856; GO:0090660; GO:0060271; GO:0007368; GO:0044458; GO:0048793; GO:0072114; GO:0003352	False
402	Ryan2013_est	gene304	2	3	1.0			Q2NKV8.1	RecName: Full=Vesicle transport protein GOT1A; AltName: Full=Golgi transport 1 homolog A	GO:0005783; GO:0000139; GO:0016021; GO:0015031; GO:0016192	False
402	Simion2017	V2META14776-42-Calc_Hmm10-BMGE05	2	3	1.0			Q9CR60.1	RecName: Full=Vesicle transport protein GOT1B; AltName: Full=Golgi transport 1 homolog B	GO:0005783; GO:0000139; GO:0016021; GO:0032991; GO:0015031; GO:0016192	False
402	Borowiec2015_Total1080	OG583.fasta.aln_gene647	2	3	1.0			Q9Y3E0.1	RecName: Full=Vesicle transport protein GOT1B; AltName: Full=Germ cell tumor 2; AltName: Full=Golgi transport 1 homolog B; AltName: Full=Putative NF-kappa-B-activating protein 470; AltName: Full=hGOT1a	GO:0005783; GO:0000139; GO:0016021; GO:0016020; GO:0032991; GO:0043123; GO:0015031; GO:0016192	False
403	Borowiec2015_Total1080	OG586.fasta.aln_gene650	2	3	1.0			Q9U4H5.1	RecName: Full=TM2 domain-containing protein almondex; Flags: Precursor	GO:0044214; GO:0007398; GO:0001713; GO:0046331; GO:0007498; GO:0007220; GO:0007219; GO:0045747	False
403	Hejnol2009	Tribe4165_0	2	3	1.0			Q07FZ2.1	RecName: Full=TM2 domain-containing protein 3; Flags: Precursor	GO:0016021	False
403	Simion2017	V2META15341-42-Calc_Hmm10-BMGE05	2	3	1.0			Q8BJ83.1	RecName: Full=TM2 domain-containing protein 3; Flags: Precursor	GO:0016021	False
404	Borowiec2015_Total1080	OG590.fasta.aln_gene655	2	3	1.0	EOG091G0B2N	RNA binding motif protein 22	Q6NZZ9.1	RecName: Full=Pre-mRNA-splicing factor RBM22; AltName: Full=RNA-binding motif protein 22	GO:0005737; GO:0005634; GO:0000974; GO:0071006; GO:0071007; GO:0046872; GO:0036002; GO:0017070; GO:0043009; GO:0045292; GO:0033120; GO:0000387	False
404	Hejnol2009	Tribe2137_0	2	3	1.0	EOG091G0B2N	RNA binding motif protein 22	Q3B7L8.1	RecName: Full=Pre-mRNA-splicing factor RBM22; AltName: Full=RNA-binding motif protein 22	GO:0005737; GO:0005634; GO:0000974; GO:0071006; GO:0071007; GO:0046872; GO:0036002; GO:0017070; GO:0035690; GO:0045292; GO:0046827; GO:0042307; GO:0033120; GO:0000387	False
404	Simion2017	V2META14611-42-Calc_Hmm10-BMGE05	2	3	1.0	EOG091G0B2N	RNA binding motif protein 22	Q3B7L8.1	RecName: Full=Pre-mRNA-splicing factor RBM22; AltName: Full=RNA-binding motif protein 22	GO:0005737; GO:0005634; GO:0000974; GO:0071006; GO:0071007; GO:0046872; GO:0036002; GO:0017070; GO:0035690; GO:0045292; GO:0046827; GO:0042307; GO:0033120; GO:0000387	False
405	Hejnol2009	Tribe2161_0	2	3	1.0	EOG091G0MP6	ubiquitin-fold modifier conjugating enzyme 1	A7SM54.1	RecName: Full=Ubiquitin-fold modifier-conjugating enzyme 1; AltName: Full=Ufm1-conjugating enzyme 1	GO:0071568; GO:1990592	False
405	Simion2017	V2META13422-42-Calc_Hmm10-BMGE05	2	3	1.0	EOG091G0MP6	ubiquitin-fold modifier conjugating enzyme 1	A7SM54.1	RecName: Full=Ubiquitin-fold modifier-conjugating enzyme 1; AltName: Full=Ufm1-conjugating enzyme 1	GO:0071568; GO:1990592	False
405	Borowiec2015_Total1080	OG599.fasta.aln_gene664	2	3	1.0	EOG091G0MP6	ubiquitin-fold modifier conjugating enzyme 1	A7SM54.1	RecName: Full=Ubiquitin-fold modifier-conjugating enzyme 1; AltName: Full=Ufm1-conjugating enzyme 1	GO:0071568; GO:1990592	False
406	Borowiec2015_Total1080	OG601.fasta.aln_gene668	2	3	1.0			Q29RZ9.1	RecName: Full=WD repeat-containing protein 92	GO:0043130; GO:0006915	False
406	Hejnol2009	Tribe4870_0	2	3	1.0			A4QNE6.1	RecName: Full=WD repeat-containing protein 92	GO:0043130; GO:0006915	False
406	Simion2017	V2META14882-42-Calc_Hmm10-BMGE05	2	3	1.0			Q5M7F6.1	RecName: Full=WD repeat-containing protein 92	GO:0006915	False
407	Simion2017	V2META14161-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			Q08DU1.1	RecName: Full=rRNA-processing protein UTP23 homolog	GO:0005730; GO:0032040; GO:0070181; GO:0006364	False
407	Borowiec2015_Total1080	OG603.fasta.aln_gene670	2	3	0.6666666666666666			Q08DU1.1	RecName: Full=rRNA-processing protein UTP23 homolog	GO:0005730; GO:0032040; GO:0070181; GO:0006364	False
407	Hejnol2009	Tribe3455_0	1	3	0.6666666666666666			Q9CX11.1	RecName: Full=rRNA-processing protein UTP23 homolog	GO:0005730; GO:0032040; GO:0003730; GO:0048027; GO:0070181; GO:0000480	False
408	Borowiec2015_Total1080	OG609.fasta.aln_gene676	2	3	1.0			Q0VFD8.1	RecName: Full=Biogenesis of lysosome-related organelles complex 1 subunit 1; Short=BLOC-1 subunit 1	GO:1904115; GO:0031083; GO:0099078; GO:0005829; GO:0005765; GO:0005758; GO:0005759; GO:0009060; GO:0008089; GO:0048490; GO:0016197; GO:0032418; GO:0031175; GO:0018394; GO:0048753; GO:0043129; GO:0048794	False
408	Hejnol2009	Tribe2221_0	2	3	1.0			Q0VFD8.1	RecName: Full=Biogenesis of lysosome-related organelles complex 1 subunit 1; Short=BLOC-1 subunit 1	GO:1904115; GO:0031083; GO:0099078; GO:0005829; GO:0005765; GO:0005758; GO:0005759; GO:0009060; GO:0008089; GO:0048490; GO:0016197; GO:0032418; GO:0031175; GO:0018394; GO:0048753; GO:0043129; GO:0048794	False
408	Simion2017	V2META15359-42-Calc_Hmm10-BMGE05	2	3	1.0			Q0VFD8.1	RecName: Full=Biogenesis of lysosome-related organelles complex 1 subunit 1; Short=BLOC-1 subunit 1	GO:1904115; GO:0031083; GO:0099078; GO:0005829; GO:0005765; GO:0005758; GO:0005759; GO:0009060; GO:0008089; GO:0048490; GO:0016197; GO:0032418; GO:0031175; GO:0018394; GO:0048753; GO:0043129; GO:0048794	False
409	Borowiec2015_Total1080	OG612.fasta.aln_gene679	1	3	0.6666666666666666			A1L2H9.1	RecName: Full=Replication protein A 32 kDa subunit-B; Short=RP-A p32; AltName: Full=Replication factor A protein 2; Short=RF-A protein 2; AltName: Full=Replication protein A 34 kDa subunit; Short=RP-A p34	GO:0000785; GO:0005662; GO:0005634; GO:0016605; GO:0003684; GO:0003697; GO:0006284; GO:0006260; GO:0000076; GO:0000724; GO:0006298; GO:0006289; GO:0034502; GO:2000001; GO:0000723	False
409	Hejnol2009	Tribe2549_0	2	3	0.6666666666666666			A1L2H9.1	RecName: Full=Replication protein A 32 kDa subunit-B; Short=RP-A p32; AltName: Full=Replication factor A protein 2; Short=RF-A protein 2; AltName: Full=Replication protein A 34 kDa subunit; Short=RP-A p34	GO:0000785; GO:0005662; GO:0005634; GO:0016605; GO:0003684; GO:0003697; GO:0006284; GO:0006260; GO:0000076; GO:0000724; GO:0006298; GO:0006289; GO:0034502; GO:2000001; GO:0000723	False
409	Simion2017	V2META13731-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			P15927.1	RecName: Full=Replication protein A 32 kDa subunit; Short=RP-A p32; AltName: Full=Replication factor A protein 2; Short=RF-A protein 2; AltName: Full=Replication protein A 34 kDa subunit; Short=RP-A p34	GO:0000785; GO:0000781; GO:0000794; GO:0005662; GO:0016604; GO:0000784; GO:0005654; GO:0005634; GO:0016605; GO:0035861; GO:0003684; GO:0003690; GO:0019899; GO:0098505; GO:0047485; GO:0019903; GO:0043565; GO:0003697; GO:0031625; GO:0006284; GO:0042769; GO:0006260; GO:0006265; GO:0006268; GO:0000724; GO:0070987; GO:0042276; GO:0000082; GO:0030491; GO:0036297; GO:0006298; GO:0031571; GO:0006312; GO:0006289; GO:0006297; GO:0033683; GO:0006296; GO:0006294; GO:0006293; GO:0051096; GO:0034502; GO:0007131; GO:1900034; GO:2000001; GO:0010569; GO:0000723; GO:0000722; GO:0032201; GO:0007004; GO:0006283; GO:0019985	False
410	Hejnol2009	Tribe2198_0	2	3	1.0	EOG091G0Q1X	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	Q16514.1	RecName: Full=Transcription initiation factor TFIID subunit 12; AltName: Full=Transcription initiation factor TFIID 20/15 kDa subunits; Short=TAFII-20/TAFII-15; Short=TAFII20/TAFII15	GO:0005654; GO:0005634; GO:0000125; GO:0000124; GO:0046695; GO:0030914; GO:0005669; GO:0033276; GO:0003677; GO:0046982; GO:0001102; GO:0017025; GO:0003713; GO:0008134; GO:0006352; GO:0043966; GO:0051091; GO:1901796; GO:0051123; GO:0006366; GO:0006367	False
410	Simion2017	V2META16781-42-Calc_Hmm10-BMGE05	2	3	1.0			Q16514.1	RecName: Full=Transcription initiation factor TFIID subunit 12; AltName: Full=Transcription initiation factor TFIID 20/15 kDa subunits; Short=TAFII-20/TAFII-15; Short=TAFII20/TAFII15	GO:0005654; GO:0005634; GO:0000125; GO:0000124; GO:0046695; GO:0030914; GO:0005669; GO:0033276; GO:0003677; GO:0046982; GO:0001102; GO:0017025; GO:0003713; GO:0008134; GO:0006352; GO:0043966; GO:0051091; GO:1901796; GO:0051123; GO:0006366; GO:0006367	False
410	Borowiec2015_Total1080	OG618.fasta.aln_gene684	2	3	1.0	EOG091G0Q1X	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	Q16514.1	RecName: Full=Transcription initiation factor TFIID subunit 12; AltName: Full=Transcription initiation factor TFIID 20/15 kDa subunits; Short=TAFII-20/TAFII-15; Short=TAFII20/TAFII15	GO:0005654; GO:0005634; GO:0000125; GO:0000124; GO:0046695; GO:0030914; GO:0005669; GO:0033276; GO:0003677; GO:0046982; GO:0001102; GO:0017025; GO:0003713; GO:0008134; GO:0006352; GO:0043966; GO:0051091; GO:1901796; GO:0051123; GO:0006366; GO:0006367	False
411	Simion2017	V2META14605-42-Calc_Hmm10-BMGE05	2	3	0.6666666666666666			P51950.1	RecName: Full=CDK-activating kinase assembly factor MAT1; AltName: Full=CDK7/cyclin-H assembly factor; AltName: Full=Menage a trois; AltName: Full=RING finger protein MAT1	GO:0005675; GO:0061575; GO:0046872; GO:0007049; GO:0051301; GO:0006289	False
411	Hejnol2009	Tribe3041_0	1	3	0.6666666666666666			P51948.1	RecName: Full=CDK-activating kinase assembly factor MAT1; AltName: Full=CDK7/cyclin-H assembly factor; AltName: Full=Cyclin-G1-interacting protein; AltName: Full=Menage a trois; AltName: Full=RING finger protein 66; AltName: Full=RING finger protein MAT1; AltName: Full=p35; AltName: Full=p36	GO:0019907; GO:0005829; GO:0005654; GO:0005675; GO:0061575; GO:0047485; GO:0008270; GO:0006370; GO:0007512; GO:0008283; GO:0006281; GO:0000082; GO:0043066; GO:1905775; GO:0006294; GO:0048661; GO:0045944; GO:0006468; GO:0065003; GO:0000079; GO:0006357; GO:0051592; GO:0006363; GO:0006366; GO:0006368; GO:0006361; GO:0006367; GO:0006283; GO:0021591	False
411	Borowiec2015_Total1080	OG634.fasta.aln_gene699	1	3	0.6666666666666666			P51948.1	RecName: Full=CDK-activating kinase assembly factor MAT1; AltName: Full=CDK7/cyclin-H assembly factor; AltName: Full=Cyclin-G1-interacting protein; AltName: Full=Menage a trois; AltName: Full=RING finger protein 66; AltName: Full=RING finger protein MAT1; AltName: Full=p35; AltName: Full=p36	GO:0019907; GO:0005829; GO:0005654; GO:0005675; GO:0061575; GO:0047485; GO:0008270; GO:0006370; GO:0007512; GO:0008283; GO:0006281; GO:0000082; GO:0043066; GO:1905775; GO:0006294; GO:0048661; GO:0045944; GO:0006468; GO:0065003; GO:0000079; GO:0006357; GO:0051592; GO:0006363; GO:0006366; GO:0006368; GO:0006361; GO:0006367; GO:0006283; GO:0021591	False
412	Simion2017	V2META14489-42-Calc_Hmm10-BMGE05	1	3	0.6666666666666666			O77682.2	RecName: Full=Protein AAR2 homolog; AltName: Full=AAR2 splicing factor homolog	GO:0005681; GO:0006397; GO:0008380	False
412	Hejnol2009	Tribe3520_0	2	3	0.6666666666666666			O77682.2	RecName: Full=Protein AAR2 homolog; AltName: Full=AAR2 splicing factor homolog	GO:0005681; GO:0006397; GO:0008380	False
412	Borowiec2015_Total1080	OG636.fasta.aln_gene701	1	3	0.6666666666666666	EOG091G0H64	AAR2 splicing factor homolog	Q4R7D0.1	RecName: Full=Protein AAR2 homolog; AltName: Full=AAR2 splicing factor homolog	GO:0005681; GO:0006397; GO:0008380	False
413	Simion2017	V2META15807-42-Calc_Hmm10-BMGE05	2	3	1.0			Q13257.1	RecName: Full=Mitotic spindle assembly checkpoint protein MAD2A; Short=HsMAD2; AltName: Full=Mitotic arrest deficient 2-like protein 1; Short=MAD2-like protein 1	GO:0005694; GO:0000777; GO:0005829; GO:0000776; GO:0072686; GO:0044615; GO:0005654; GO:0005634; GO:0048471; GO:0000922; GO:0042802; GO:0008022; GO:0042803; GO:0031145; GO:0051301; GO:0007093; GO:0000070; GO:0007094; GO:0043066; GO:0045930; GO:0042177; GO:1904667; GO:0090267; GO:1901990	False
413	Hejnol2009	Tribe2520_0	2	3	1.0	EOG091G0JBM	MAD2 mitotic arrest deficient-like 1 (yeast)	Q13257.1	RecName: Full=Mitotic spindle assembly checkpoint protein MAD2A; Short=HsMAD2; AltName: Full=Mitotic arrest deficient 2-like protein 1; Short=MAD2-like protein 1	GO:0005694; GO:0000777; GO:0005829; GO:0000776; GO:0072686; GO:0044615; GO:0005654; GO:0005634; GO:0048471; GO:0000922; GO:0042802; GO:0008022; GO:0042803; GO:0031145; GO:0051301; GO:0007093; GO:0000070; GO:0007094; GO:0043066; GO:0045930; GO:0042177; GO:1904667; GO:0090267; GO:1901990	False
413	Borowiec2015_Total1080	OG651.fasta.aln_gene717	2	3	1.0	EOG091G0JBM	MAD2 mitotic arrest deficient-like 1 (yeast)	Q13257.1	RecName: Full=Mitotic spindle assembly checkpoint protein MAD2A; Short=HsMAD2; AltName: Full=Mitotic arrest deficient 2-like protein 1; Short=MAD2-like protein 1	GO:0005694; GO:0000777; GO:0005829; GO:0000776; GO:0072686; GO:0044615; GO:0005654; GO:0005634; GO:0048471; GO:0000922; GO:0042802; GO:0008022; GO:0042803; GO:0031145; GO:0051301; GO:0007093; GO:0000070; GO:0007094; GO:0043066; GO:0045930; GO:0042177; GO:1904667; GO:0090267; GO:1901990	False
414	Borowiec2015_Total1080	OG658.fasta.aln_gene724	2	3	1.0	EOG091G0NIU	Transcription initiation Spt4	P63271.1	RecName: Full=Transcription elongation factor SPT4-A; AltName: Full=DRB sensitivity-inducing factor small subunit 1; Short=DSIF small subunit 1; AltName: Full=Transcription elongation factor SPT4 1	GO:0032044; GO:0005634; GO:0046982; GO:0000993; GO:0003727; GO:0008270; GO:0006325; GO:0032785; GO:0000122; GO:0034244; GO:0032786; GO:0045944; GO:0006368	False
414	Simion2017	V2META14057-42-Calc_Hmm10-BMGE05	2	3	1.0			Q5HZ97.1	RecName: Full=Transcription elongation factor SPT4; AltName: Full=DRB sensitivity-inducing factor small subunit; Short=DSIF small subunit	GO:0032044; GO:0008270; GO:0032786	False
414	Ryan2013_est	gene122	2	3	1.0	EOG091G0NIU	Transcription initiation Spt4	Q6DGQ0.1	RecName: Full=Transcription elongation factor SPT4; AltName: Full=DRB sensitivity-inducing factor small subunit; Short=DSIF small subunit	GO:0032044; GO:0000993; GO:0003727; GO:0008270; GO:0006325; GO:0032786	False
415	Borowiec2015_Total1080	OG659.fasta.aln_gene725	2	3	1.0	EOG091G0MZC	zinc finger, RAN-binding domain containing 2	O95218.2	RecName: Full=Zinc finger Ran-binding domain-containing protein 2; AltName: Full=Zinc finger protein 265; AltName: Full=Zinc finger, splicing	GO:0005654; GO:0005634; GO:0003700; GO:0046872; GO:0003723; GO:0006397; GO:0008380	False
415	Hejnol2009	Tribe3687_0	2	3	1.0	EOG091G0MZC	zinc finger, RAN-binding domain containing 2	O95218.2	RecName: Full=Zinc finger Ran-binding domain-containing protein 2; AltName: Full=Zinc finger protein 265; AltName: Full=Zinc finger, splicing	GO:0005654; GO:0005634; GO:0003700; GO:0046872; GO:0003723; GO:0006397; GO:0008380	False
415	Simion2017	V2META14352-42-Calc_Hmm10-BMGE05	2	3	1.0	EOG091G0MZC	zinc finger, RAN-binding domain containing 2	O95218.2	RecName: Full=Zinc finger Ran-binding domain-containing protein 2; AltName: Full=Zinc finger protein 265; AltName: Full=Zinc finger, splicing	GO:0005654; GO:0005634; GO:0003700; GO:0046872; GO:0003723; GO:0006397; GO:0008380	False
416	Borowiec2015_Total1080	OG662.fasta.aln_gene729	2	3	1.0			Q9W2H1.1	RecName: Full=TM2 domain-containing protein CG10795; Flags: Precursor	GO:0016021	False
